ea_id,futbin_id,card_name,short_name,long_name,player_positions,overall,club_name,league_name,league_level,nationality,pace,shooting,passing,dribbling,defending,physic
232454,7714,Hiraoka,Y. Hiraoka,平岡 康裕,CB,67,Vegalta Sendai,Japanese J. League Division 1,1,Japan,36,25,45,41,70,69
232467,7720,Mita,H. Mita,三田 啓貴,"CM, RM, CDM",67,FC Tokyo,Japanese J. League Division 1,1,Japan,70,63,66,66,63,65
232469,18068,Ramon Lopes,Ramon Lopes,Ramon Lopes de Freitas,"ST, LM",67,Al Fayha,Saudi Abdul L. Jameel League,1,Brazil,55,66,62,68,34,71
232489,7728,Komai,Y. Komai,驹井 善成,"CF, CM",67,Hokkaido Consadole Sapporo,Japanese J. League Division 1,1,Japan,73,67,66,70,56,50
232577,7756,Yamanaka,R. Yamanaka,山中 亮輔,"LB, LM",67,Urawa Red Diamonds,Japanese J. League Division 1,1,Japan,75,51,69,67,60,70
232599,7767,Nakayama,Y. Nakayama,中山 雄太,"CDM, CB",67,PEC Zwolle,Holland Eredivisie,1,Japan,76,45,59,65,65,72
232622,7775,Nagasawa,S. Nagasawa,長泽 骏,ST,67,Oita Trinita,Japanese J. League Division 1,1,Japan,39,69,49,62,29,71
232635,7781,Ichimi,K. Ichimi,一美 和成,"ST, CF",67,Tokushima Vortis,Japanese J. League Division 1,1,Japan,74,65,52,65,32,73
232691,7801,Kim Min Hyeok,Kim Min Hyeok,김민혁 金珉赫,CB,67,Jeonbuk Hyundai Motors,Korean K League 1,1,Korea Republic,76,27,33,44,68,74
232759,7819,Tymon,J. Tymon,Josh Tymon,"LWB, LB, LM",67,Stoke City,English League Championship,2,England,72,49,56,64,63,68
232803,7827,Maeda,N. Maeda,前田 尚輝,"RM, CF, ST",67,Nagoya Grampus,Japanese J. League Division 1,1,Japan,74,66,64,66,17,62
232811,7830,Amano,J. Amano,天野 纯,"CM, CDM, CAM",67,Yokohama F. Marinos,Japanese J. League Division 1,1,Japan,74,60,68,69,52,67
232860,7844,Higashi,K. Higashi,东庆 悟,"CM, RM, LM",67,FC Tokyo,Japanese J. League Division 1,1,Japan,71,64,66,65,60,72
232871,7849,Gao Zhunyi,Gao Zhunyi,高准翼,"LB, CB",67,Guangzhou FC,Chinese Super League,1,China PR,70,49,60,60,64,71
232873,7850,Machida,K. Machida,町田 浩樹,"CB, LB",67,Kashima Antlers,Japanese J. League Division 1,1,Japan,82,28,49,46,66,77
233050,7899,Smith,M. Smith,Matthew Robert Smith,CDM,67,Hull City,English League Championship,2,Wales,72,56,66,68,61,71
233098,7914,Floranus,S. Floranus,Sherel Floranus,"RB, LB",67,Antalyaspor,Turkish Süper Lig,1,Netherlands,82,46,58,68,61,72
233105,7915,Dougall,K. Dougall,Kenneth William Dougall,"CDM, CM",67,Blackpool,English League Championship,2,Australia,70,50,60,65,66,70
233148,7927,Nakano,Y. Nakano,中野 嘉大,"LM, RM, CM",67,Sagan Tosu,Japanese J. League Division 1,1,Japan,84,57,62,68,41,58
233158,7931,Misao,Y. Misao,三竿 雄斗,CB,67,Oita Trinita,Japanese J. League Division 1,1,Japan,73,42,63,59,67,73
233241,7953,Ezatolahi,S. Ezatolahi,Saeid Ezatolahi Afagh,"CDM, CM",67,Vejle Boldklub,Danish Superliga,1,Iran,60,57,60,62,65,72
233272,7961,Sapała,I. Sapała,Igor Sapała,"CDM, CM",67,Raków Częstochowa,Polish T-Mobile Ekstraklasa,1,Poland,65,58,65,63,64,78
233457,7998,Jang Ho Ik,Jang Ho Ik,장호익 张镐翼,"CB, RB",67,Suwon Samsung Bluewings,Korean K League 1,1,Korea Republic,78,49,56,64,67,75
233476,8001,Riveros,B. Riveros,Blás Miguel Riveros Galeano,"LWB, LB",67,Brøndby IF,Danish Superliga,1,Paraguay,79,36,56,71,58,65
233643,8034,Camara,S. Camara,Samba Camara,CB,67,Demir Grup Sivasspor,Turkish Süper Lig,1,France,63,39,51,52,65,78
233763,8052,Dahlberg,P. Dahlberg,Pontus Jacob Ragne Dahlberg,GK,67,Doncaster Rovers,English League One,3,Sweden,,,,,,
233835,8066,Szysz,P. Szysz,Patryk Szysz,"RM, ST",67,Zagłębie Lubin,Polish T-Mobile Ekstraklasa,1,Poland,86,63,57,66,34,69
233840,8067,Kouassi,E. Kouassi,Jules Christ Eboue Kouassi,"CDM, CM",67,FC Arouca,Portuguese Liga ZON SAGRES,1,Côte d'Ivoire,68,46,58,61,64,71
233881,18092,Robertha,N. Robertha,Nigel Robertha,"ST, LW",67,D.C. United,USA Major League Soccer,1,Curacao,82,66,51,67,26,64
233957,8097,Field,S. Field,Sam Field,"CM, CDM",67,Queens Park Rangers,English League Championship,2,England,59,54,65,64,64,65
233961,8100,Al Najai,S. Al Najai,Sami Khalil Al-Najei,"CM, CAM, RM",67,Al Nassr,Saudi Abdul L. Jameel League,1,Saudi Arabia,77,64,64,70,57,64
234158,8134,Gory,A. Gory,Alimami Gory,"ST, LM",67,Paris FC,French Ligue 2,2,France,86,62,55,71,22,59
234196,18098,Bruijn,J. Bruijn,Jordy Bruijn,"CM, CDM, CAM",67,N.E.C. Nijmegen,Holland Eredivisie,1,Netherlands,68,63,65,70,52,61
234198,8146,Dankerlui,D. Dankerlui,Damil Serena Dankerlui Wadilie,"RB, RM",67,FC Groningen,Holland Eredivisie,1,Suriname,85,51,60,65,58,68
234249,8158,Surridge,S. Surridge,Sam Surridge,ST,67,Stoke City,English League Championship,2,England,62,66,45,65,28,70
234258,8159,Seddon,S. Seddon,Steven Jeffrey Seddon,"LB, LWB",67,Oxford United,English League One,3,England,77,50,65,66,59,62
234264,8162,Jeong Seung Won,Jeong Seung Won,정승원 郑世元,"RM, RWB",67,Daegu FC,Korean K League 1,1,Korea Republic,80,55,60,66,49,68
234278,8163,Breitkreuz,S. Breitkreuz,Steve Breitkreuz,"CB, RB",67,SSV Jahn Regensburg,German 2. Bundesliga,2,Germany,62,56,46,52,66,73
234282,8165,Samson,L. Samson,Louis Samson,"CB, CDM, CM",67,Hallescher FC,German 3. Bundesliga,3,Germany,59,40,56,61,67,73
234300,8172,Lappalainen,L. Lappalainen,Lassi Lappalainen,"LM, LWB, ST",67,Club de Foot Montréal,USA Major League Soccer,1,Finland,88,63,57,68,43,58
234350,8177,Viti Rozada,Viti Rozada,Víctor Álvarez Rozada,"RM, LM",67,Real Oviedo,Spanish Segunda División,2,Spain,85,60,59,67,45,59
234381,18104,Müller,J. Müller,Jannik Müller,CB,67,SV Darmstadt 98,German 2. Bundesliga,2,Germany,67,36,48,49,67,71
234622,8221,Fofana,G. Fofana,Guessouma Fofana,"CDM, CM",67,CFR Cluj,Romanian Liga I,1,France,58,59,62,63,64,77
234668,8231,Ananou,F. Ananou,Kangni Frederic Ananou,"RB, CB, RM",67,SC Paderborn 07,German 2. Bundesliga,2,Germany,79,38,47,60,65,73
234683,8235,Zeqiri,A. Zeqiri,Andi Avdi Zeqiri,ST,67,FC Augsburg,German 1. Bundesliga,1,Switzerland,71,67,56,68,22,66
234891,8285,Seufert,N. Seufert,Nils Seufert,"CM, CDM",67,SpVgg Greuther Fürth,German 1. Bundesliga,1,Germany,63,51,65,71,61,60
234892,8286,Matheus Rossetto,Matheus Rossetto,Matheus Rossetto,"CAM, CM",67,Atlanta United,USA Major League Soccer,1,Brazil,72,61,65,71,42,58
234903,8291,Coucke,G. Coucke,Gaëtan Coucke,GK,67,KV Mechelen,Belgian Jupiler Pro League,1,Belgium,,,,,,
234925,8297,Pierie,K. Pierie,Kik Pierie,CB,67,FC Twente,Holland Eredivisie,1,Netherlands,63,45,66,65,68,67
234948,8304,Amani,L. Amani,Jean Thierry Lazare Amani,"CM, CDM",67,Royale Union Saint-Gilloise,Belgian Jupiler Pro League,1,Côte d'Ivoire,73,61,63,74,51,62
234994,8314,Ratón,Ratón,Álvaro López Ratón,GK,67,Real Zaragoza,Spanish Segunda División,2,Spain,,,,,,
235022,8321,Schmidt,N. Schmidt,Niklas Schmidt,"CAM, CM, CF",67,SV Werder Bremen,German 2. Bundesliga,2,Germany,57,65,70,69,44,63
235157,8352,Daferner,C. Daferner,Christoph Daferner,ST,67,SG Dynamo Dresden,German 2. Bundesliga,2,Germany,64,67,46,63,28,68
235166,8355,Jeahze,M. Jeahze,Mohanad Jeahze,"LWB, LM",67,Hammarby IF,Swedish Allsvenskan,1,Sweden,85,43,60,66,54,68
235242,18130,Heymans,D. Heymans,Daan Heymans,"CAM, CM, CF",67,Venezia FC,Italian Serie A,1,Belgium,61,68,65,66,55,68
235312,18132,Alfonso Herrero,Alfonso Herrero,Alfonso Herrero Peinador,GK,67,Burgos CF,Spanish Segunda División,2,Spain,,,,,,
235320,8380,Johnsen,B. Johnsen,Bjørn Maars Johnsen,ST,67,Club de Foot Montréal,USA Major League Soccer,1,Norway,68,67,50,60,42,76
235398,8392,Jean Carlos,Jean Carlos,Jean Carlos Silva Rocha,"LM, RM",67,Pogoń Szczecin,Polish T-Mobile Ekstraklasa,1,Brazil,84,59,63,65,44,61
235425,8400,Jones,D. Jones,Derrick Jones Amaniampong,CDM,67,Houston Dynamo,USA Major League Soccer,1,United States,70,51,59,61,62,81
235471,8409,Nowak,B. Nowak,Bartosz Nowak,"CAM, CM",67,Górnik Zabrze,Polish T-Mobile Ekstraklasa,1,Poland,62,67,66,67,42,69
235486,18135,Joel,Joel,Joel António Soares Ferreira,"LB, RB",67,FC Arouca,Portuguese Liga ZON SAGRES,1,Portugal,69,42,59,62,64,70
235514,8418,Al Rubaie,S. Al Rubaie,Saeed Awadh Al Rubaie Al Yami,CB,67,Ettifaq FC,Saudi Abdul L. Jameel League,1,Saudi Arabia,67,25,45,40,67,72
235537,8429,Sánchez,E. Sánchez,Erick Daniel Sánchez Ocegueda,"CM, CDM",67,Pachuca,Mexican Liga MX,1,Mexico,67,67,62,64,64,68
235570,18137,Makouta,G. Makouta,Gaïus Makouta,"CM, CAM",67,Boavista FC,Portuguese Liga ZON SAGRES,1,Congo,63,68,61,69,62,73
235684,8461,Rak,Y. Rak,Yonatthan Nicolás Rak Barragán,CB,67,Club Tijuana,Mexican Liga MX,1,Uruguay,58,32,53,55,67,69
235714,8464,Domínguez,M. Domínguez,Josué Misael Domínguez González,"CAM, LM",67,Club Tijuana,Mexican Liga MX,1,Mexico,75,58,65,74,38,46
235751,8474,Nastić,B. Nastić,Bojan Nastić,"LWB, LB, LM",67,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,1,Bosnia and Herzegovina,71,48,61,62,63,72
235814,8489,Benzar,R. Benzar,Romario Sandu Benzar,RB,67,Lecce,Italian Serie B,2,Romania,73,54,63,61,65,66
235942,8508,Cassata,F. Cassata,Francesco Cassata,CM,67,Genoa,Italian Serie A,1,Italy,47,48,68,69,54,57
235957,8516,Gaspar,J. Gaspar,Jordy Gaspar,RB,67,Grenoble Foot 38,French Ligue 2,2,France,81,43,58,68,60,67
236288,18151,Mathew,I. Mathew,Ifeanyi Mathew,CM,67,Lillestrøm SK,Norwegian Eliteserien,1,Nigeria,80,60,63,69,62,72
236344,8583,Molumby,J. Molumby,Jayson Patrick Molumby,"CM, CDM",67,West Bromwich Albion,English League Championship,2,Republic of Ireland,64,51,62,67,61,63
236390,8591,Pol Valentín,Pol Valentín,Pol Valentín Sancho,"RB, RM, LB",67,CF Fuenlabrada,Spanish Segunda División,2,Spain,91,39,57,67,60,65
236467,8606,Götze,F. Götze,Felix Götze,"CDM, CB",67,1. FC Kaiserslautern,German 3. Bundesliga,3,Germany,61,40,62,60,66,69
236508,8619,Adrián Diéguez,Adrián Diéguez,Adrián Diéguez Grande,"CB, CDM",67,CF Fuenlabrada,Spanish Segunda División,2,Spain,60,30,48,51,68,66
236547,8630,Sýkora,J. Sýkora,Jan Sýkora,"LM, RM",67,FC Viktoria Plzeň,Czech Republic Gambrinus Liga,1,Czech Republic,81,64,63,70,55,61
236586,8642,Kim Jin Ya,Kim Jin Ya,김진야 金真冶,"LB, RM",67,FC Seoul,Korean K League 1,1,Korea Republic,86,54,61,67,58,68
236650,8664,Brown,J. Brown,Jacob Brown,"ST, RM",67,Stoke City,English League Championship,2,England,76,64,62,68,45,70
236657,8665,Ugrinic,F. Ugrinic,Filip Ugrinic,"CM, CDM, CAM",67,FC Luzern,Swiss Super League,1,Switzerland,70,65,68,62,65,76
236681,8673,Thurnwald,M. Thurnwald,Manuel Thurnwald,"RB, RWB, RM",67,SC Rheindorf Altach,Austrian Football Bundesliga,1,Austria,83,50,59,70,59,64
236757,8693,Klimala,P. Klimala,Patryk Klimala,ST,67,New York Red Bulls,USA Major League Soccer,1,Poland,82,64,48,65,31,72
236842,8718,Torres,J. Torres,Ían Jairo Misael Torres Ramírez,"LM, LW",67,Club Atlas,Mexican Liga MX,1,Mexico,83,63,60,66,34,66
236859,8721,Mancilla,H. Mancilla,Harrinson Mancilla Mulato,"CDM, CM",67,Gimnasia y Esgrima La Plata,Argentina Primera División,1,Colombia,58,34,61,53,62,75
237254,8814,Denkey,K. Denkey,Ahoueke Steeve Kévin Denkey,ST,67,KSV Cercle Brugge,Belgian Jupiler Pro League,1,Togo,72,68,43,67,24,63
237307,8822,Wingo,H. Wingo,Henry Wingo,RB,67,Ferencvárosi TC,Hungarian Nemzeti Bajnokság I,1,United States,81,54,58,65,61,70
237407,8844,Durkin,C. Durkin,Christopher James Durkin,"CM, CDM, RM",67,Sint-Truidense VV,Belgian Jupiler Pro League,1,United States,59,58,66,65,65,69
237415,8847,Williams,J. Williams,Jordan Williams,"RWB, RB, CB",67,Barnsley,English League Championship,2,England,74,38,54,65,64,65
237438,8854,Erik Expósito,Erik Expósito,Erik Alexander Expósito Hernández,ST,67,Śląsk Wrocław,Polish T-Mobile Ekstraklasa,1,Spain,67,66,59,63,29,66
237452,8860,Yajima,S. Yajima,矢島 慎也,"CM, CDM, CF",67,Gamba Osaka,Japanese J. League Division 1,1,Japan,69,59,64,67,55,65
237490,8865,Sontheimer,P. Sontheimer,Patrick Sontheimer,"CM, CDM",67,Viktoria Köln,German 3. Bundesliga,3,Germany,65,51,64,70,59,63
237509,8873,Lasme,B. Lasme,Bryan Lasme,"ST, RM",67,DSC Arminia Bielefeld,German 1. Bundesliga,1,France,83,66,52,63,24,71
237524,8878,Kaba,S. Kaba,Sory Kaba,ST,67,Oud-Heverlee Leuven,Belgian Jupiler Pro League,1,Guinea,65,66,57,64,33,77
237555,8887,Bolingi,J. Bolingi,Jonathan Bolingi Mpangi Merikani,"ST, LM",67,Royal Antwerp FC,Belgian Jupiler Pro League,1,Congo DR,71,64,58,66,40,69
237600,8897,Srarfi,B. Srarfi,Bassem Srarfi,"LM, LWB, RM",67,SV Zulte Waregem,Belgian Jupiler Pro League,1,Tunisia,73,62,65,72,50,61
237658,8912,Bueno,S. Bueno,Santiago Ignacio Bueno Sciutto,CB,67,Girona FC,Spanish Segunda División,2,Uruguay,52,28,43,48,68,73
237702,8923,Olosunde,M. Olosunde,Matthew Olosunde,"RWB, RB",67,Preston North End,English League Championship,2,United States,76,39,52,64,64,65
237742,8934,Fukai,K. Fukai,深井 一希,CM,67,Hokkaido Consadole Sapporo,Japanese J. League Division 1,1,Japan,66,53,65,68,61,76
237749,8938,Suga,D. Suga,菅 大輝,LM,67,Hokkaido Consadole Sapporo,Japanese J. League Division 1,1,Japan,70,56,66,67,58,64
237789,8950,Kimoto,Y. Kimoto,木本 恭生,"CB, CDM, CM",67,Nagoya Grampus,Japanese J. League Division 1,1,Japan,54,42,55,54,68,70
237797,8952,Sekiguchi,K. Sekiguchi,関口 訓充,"CAM, CM, RM",67,Vegalta Sendai,Japanese J. League Division 1,1,Japan,75,59,66,69,61,63
237989,8989,Hanca,S. Hanca,Sergiu Cătălin Hanca,"RM, LM",67,Cracovia,Polish T-Mobile Ekstraklasa,1,Romania,77,61,63,68,55,69
238014,8997,Janssen,R. Janssen,Roel Janssen,CB,67,Fortuna Sittard,Holland Eredivisie,1,Netherlands,42,41,57,59,66,74
238037,9000,Bazzana,N. Bazzana,Nicolás Bazzana,CB,67,Club Atlético Sarmiento,Argentina Primera División,1,Argentina,50,40,47,51,67,70
238049,9007,Pomykal,P. Pomykal,Paxton Pomykal,"CAM, CM, RM",67,FC Dallas,USA Major League Soccer,1,United States,73,58,68,69,56,65
238056,9011,Masson,J. Masson,Julien Masson,"CDM, CM",67,Valenciennes FC,French Ligue 2,2,France,62,42,58,58,63,78
238062,9016,Baningime,B. Baningime,Beni Baningime,"CDM, CM",67,Heart of Midlothian,Scottish Premiership,1,Congo DR,54,46,62,65,66,63
238071,9021,Sterling,D. Sterling,Dujon Sterling,RB,67,Blackpool,English League Championship,2,England,75,48,56,65,64,68
238157,9038,Roerslev,M. Roerslev,Mads Roerslev Rasmussen,"RWB, RB",67,Brentford,English Premier League,1,Denmark,75,39,59,64,60,65
238222,9051,Beijmo,F. Beijmo,Felix Beijmo,RB,67,Malmö FF,Swedish Allsvenskan,1,Sweden,80,37,53,60,62,73
238269,9059,Pendant,J. Pendant,Jason Pendant,LB,67,New York Red Bulls,USA Major League Soccer,1,France,75,32,56,60,63,69
238270,9060,Erlingmark,A. Erlingmark,August Erlingmark,"CDM, CM, CB",67,IFK Göteborg,Swedish Allsvenskan,1,Sweden,63,55,57,59,66,74
238277,19624,Gazdag,D. Gazdag,Dániel Gazdag,"CAM, CM",67,Philadelphia Union,USA Major League Soccer,1,Hungary,76,62,64,69,51,61
238346,9073,Mendyl,H. Mendyl,Hamza Mendyl,"LB, LWB",67,Gazişehir Gaziantep F.K.,Turkish Süper Lig,1,Morocco,85,43,57,65,61,66
238379,9079,Nartey,N. Nartey,Nikolas Nartey,"CM, CDM, LWB",67,VfB Stuttgart,German 1. Bundesliga,1,Denmark,71,49,65,73,62,70
238389,9080,Wilmot,B. Wilmot,Ben Wilmot,CB,67,Stoke City,English League Championship,2,England,47,30,48,56,68,67
238446,9084,Tachi,Tachi,Alberto Rodríguez Baró,"CB, RB",67,Deportivo Alavés,Spain Primera Division,1,Spain,54,29,46,47,68,58
238461,9087,Luis Perea,Luis Perea,Luis Perea Hernández,"CDM, CM",67,CD Leganés,Spanish Segunda División,2,Spain,53,54,61,65,62,71
238479,9090,Renê Santos,Renê Santos,Renê Ferreira dos Santos,"CB, CDM",67,Al Raed,Saudi Abdul L. Jameel League,1,Brazil,53,43,51,55,66,78
238526,9105,Tani,K. Tani,谷 晃生,GK,67,Shonan Bellmare,Japanese J. League Division 1,1,Japan,,,,,,
238563,9108,Wiebe,D. Wiebe,Danilo Wiebe,"RB, CB, CDM",67,Eintracht Braunschweig,German 3. Bundesliga,3,Germany,58,43,63,64,66,72
238570,9110,Song Bum Keun,Song Bum Keun,송범근 Bum Keun Song,GK,67,Jeonbuk Hyundai Motors,Korean K League 1,1,Korea Republic,,,,,,
238657,9130,Heider,M. Heider,Marc Heider,"ST, LM, RM",67,VfL Osnabrück,German 3. Bundesliga,3,Germany,73,67,59,62,53,80
238692,9138,Gjasula,K. Gjasula,Klaus Gjasula,CDM,67,SV Darmstadt 98,German 2. Bundesliga,2,Albania,38,50,55,53,67,86
238775,9149,Kowalczyk,S. Kowalczyk,Sebastian Kowalczyk,"LM, CM, RM",67,Pogoń Szczecin,Polish T-Mobile Ekstraklasa,1,Poland,80,59,62,68,39,52
238830,9159,Alexandre Guedes,Alexandre Guedes,Alexandre Xavier Pereira Guedes,"ST, CF",67,Raków Częstochowa,Polish T-Mobile Ekstraklasa,1,Portugal,61,65,59,63,21,67
238885,9170,Matheus Aiás,Matheus Aiás,Matheus Aiás Barrozo Rodrigues,ST,67,Real Oviedo,Spanish Segunda División,2,Brazil,75,66,49,69,27,61
238940,18204,Jugas,J. Jugas,Jakub Jugas,CB,67,Cracovia,Polish T-Mobile Ekstraklasa,1,Czech Republic,63,45,51,49,67,75
238944,9186,Majer,Z. Majer,Žan Majer,CM,67,Lecce,Italian Serie B,2,Slovenia,61,58,69,70,55,65
239010,9202,Delmás,Delmás,Julián Javier Delmás Germán,RB,67,FC Cartagena,Spanish Segunda División,2,Spain,69,36,56,64,63,72
239050,9214,Çiftpınar,S. Çiftpınar,Sadık Çiftpınar,CB,67,Yeni Malatyaspor,Turkish Süper Lig,1,Turkey,51,25,42,45,70,65
239091,9222,Grgic,L. Grgic,Lukas Grgic,"CDM, CM",67,LASK Linz,Austrian Football Bundesliga,1,Austria,69,42,59,62,65,81
239118,9229,Țîru,B. Țîru,Bogdan Ionuț Țîru,CB,67,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,1,Romania,58,34,44,47,67,80
239224,9254,Benchaib,A. Benchaib,Amine Benchaib,"CAM, LM",67,Royal Charleroi S.C.,Belgian Jupiler Pro League,1,Belgium,76,62,61,73,38,60
239363,18214,Dabila,K. Dabila,Kouadio-Yves Dabila,CB,67,LOSC Lille,French Ligue 1,1,Côte d'Ivoire,54,31,47,53,69,67
239364,18215,Köhn,P. Köhn,Philipp Köhn,GK,67,FC Red Bull Salzburg,Austrian Football Bundesliga,1,Switzerland,,,,,,
239394,9288,Flecker,F. Flecker,Florian Flecker,"RM, LM",67,LASK Linz,Austrian Football Bundesliga,1,Austria,84,60,58,70,36,55
239512,9322,Meulensteen,M. Meulensteen,Melle Meulensteen,CB,67,RKC Waalwijk,Holland Eredivisie,1,Netherlands,65,56,64,64,67,71
239513,9323,Earl,J. Earl,Josh Earl,"LWB, CB, LB",67,Preston North End,English League Championship,2,England,75,45,54,64,63,73
239558,9330,Roemeratoe,G. Roemeratoe,Godfried Roemeratoe,"CDM, CM",67,Willem II,Holland Eredivisie,1,Netherlands,70,44,59,64,66,73
239614,9348,Areso,Areso,Jesús Areso Blanco,RB,67,CA Osasuna,Spain Primera Division,1,Spain,72,30,62,67,61,66
239629,9352,Medina,A. Medina,Alan Medina Camacho,"CM, RM",67,Club Necaxa,Mexican Liga MX,1,Mexico,76,58,64,68,59,61
239635,9354,Fila,K. Fila,Karol Fila,RB,67,RC Strasbourg Alsace,French Ligue 1,1,Poland,81,47,60,61,61,68
239642,9357,Palmer,R. Palmer,Romal Palmer,CM,67,Barnsley,English League Championship,2,England,63,53,59,68,60,65
239703,9373,Biankadi,M. Biankadi,Merveille Biankadi,"RM, LM",67,TSV 1860 München,German 3. Bundesliga,3,Germany,80,57,58,69,54,76
239709,9376,Reiter,D. Reiter,Dominik Reiter,"RM, CF",67,SC Rheindorf Altach,Austrian Football Bundesliga,1,Austria,77,63,62,67,24,60
239768,9392,Czerwiński,A. Czerwiński,Alan Czerwiński,RB,67,Lech Poznań,Polish T-Mobile Ekstraklasa,1,Poland,82,42,61,65,61,70
239919,19639,Kouao,K. Kouao,Koffi Franck Kouao,RB,67,FC Vizela,Portuguese Liga ZON SAGRES,1,Côte d'Ivoire,75,35,50,63,62,65
239944,9430,Taylor,R. Taylor,Robert Taylor,"LW, CAM",67,SK Brann,Norwegian Eliteserien,1,Finland,79,65,62,70,51,71
239948,9433,Reyes,S. Reyes,Salvador Reyes Chávez,"LM, LWB, LB",67,Club América,Mexican Liga MX,1,Mexico,78,56,63,69,62,64
240498,18255,Traore,H. Traore,Hamidou Traoré,"CM, CDM",67,GZT Giresunspor,Turkish Süper Lig,1,Mali,72,64,63,71,66,73
240638,9583,Reijnders,T. Reijnders,Tijjani Reijnders,"CM, CAM",67,AZ Alkmaar,Holland Eredivisie,1,Netherlands,76,61,67,70,58,66
240640,9584,Morales,L. Morales,Sandro Leonardo Morales,"CB, RB",67,Gimnasia y Esgrima La Plata,Argentina Primera División,1,Argentina,66,33,52,60,69,67
240653,9587,Manneh,A. Manneh,Alasana Manneh,"CM, CDM",67,Górnik Zabrze,Polish T-Mobile Ekstraklasa,1,Gambia,68,61,68,69,59,59
240677,9596,Ellingsen,M. Ellingsen,Martin Skjelbreid Ellingsen,"CDM, CB",67,Molde FK,Norwegian Eliteserien,1,Norway,61,60,65,66,64,71
240751,9614,Poussin,G. Poussin,Gaëtan Poussin,GK,67,FC Girondins de Bordeaux,French Ligue 1,1,France,,,,,,
240784,9625,Bursik,J. Bursik,Josef John Bursik,GK,67,Stoke City,English League Championship,2,England,,,,,,
240829,9638,Amenyido,E. Amenyido,Etienne Amenyido,"ST, LM, RM",67,FC St. Pauli,German 2. Bundesliga,2,Togo,77,62,57,68,38,71
240846,9640,Apeh,E. Apeh,Emmanuel Apeh,ST,67,CD Tenerife,Spanish Segunda División,2,Nigeria,70,66,54,64,26,63
240859,9641,Berrocal,Berrocal,Juan Berrocal González,CB,67,Real Sporting de Gijón,Spanish Segunda División,2,Spain,61,35,48,50,67,69
240903,18270,Javi Pérez,Javi Pérez,Javier Pérez Mateo,"CM, CDM",67,UD Ibiza,Spanish Segunda División,2,Spain,50,62,60,61,65,68
240908,9650,Aksoy,F. Aksoy,Fatih Aksoy,"CDM, CB, RB",67,Aytemiz Alanyaspor,Turkish Süper Lig,1,Turkey,34,42,54,60,70,70
240913,9652,Kelleher,C. Kelleher,Caoimhin Kelleher,GK,67,Liverpool,English Premier League,1,Republic of Ireland,,,,,,
240940,9661,de la Rosa,R. de la Rosa,Roberto Carlos De La Rosa González,ST,67,Pachuca,Mexican Liga MX,1,Mexico,70,67,54,64,18,63
240992,14331,Estévez,N. Estévez,Nahuel Estévez,"CM, RM, CDM",67,Crotone,Italian Serie B,2,Argentina,69,64,68,69,64,67
241016,9686,Vetrih,A. Vetrih,Amedej Vetrih,"CM, CDM",67,Gazişehir Gaziantep F.K.,Turkish Süper Lig,1,Slovenia,65,55,64,67,61,71
241093,9709,Oum Gouet,S. Oum Gouet,Samuel Yves Oum Gouet,"CDM, CM",67,KV Mechelen,Belgian Jupiler Pro League,1,Cameroon,59,53,64,65,63,75
241179,9729,Cristian Rivero,Cristian Rivero,Cristian Rivero Sabater,GK,67,Valencia CF,Spain Primera Division,1,Spain,,,,,,
241266,9743,Geubbels,W. Geubbels,Willem Geubbels,ST,67,FC Nantes,French Ligue 1,1,France,86,67,55,66,26,53
241411,9776,Holmes,T. Holmes,Thomas Holmes,"CB, RB",67,Reading,English League Championship,2,England,59,25,53,53,66,72
241445,9785,Sissoko,A. Sissoko,Alpha Sissoko,RB,67,AS Saint-Étienne,French Ligue 1,1,France,75,33,56,59,64,63
241507,9808,Tucker,J. Tucker,Jack Robert Tucker,CB,67,Gillingham,English League One,3,England,68,26,45,46,66,79
241570,9822,Cardona,U. Cardona,Ulises Israel Cardona Carrillo,"LM, LB",67,Mazatlán Futbol Club,Mexican Liga MX,1,Mexico,76,61,63,69,54,51
241590,9828,Pfeiffer,P. Pfeiffer,Patric Pfeiffer,"CB, LB",67,SV Darmstadt 98,German 2. Bundesliga,2,Germany,62,33,43,52,68,70
241689,9852,Massimo,R. Massimo,Roberto Massimo,RM,67,VfB Stuttgart,German 1. Bundesliga,1,Germany,87,59,56,70,53,59
241704,9856,Rocchia,C. Rocchia,Christopher Rocchia,LB,67,Dijon FCO,French Ligue 2,2,France,76,43,57,62,62,65
241726,9859,Pereira,A. Pereira,Adrian Nilsen Pereira,"LB, LWB",67,Rosenborg BK,Norwegian Eliteserien,1,Norway,78,57,57,66,60,67
241810,9874,Chumi,Chumi,Juan Brandáriz Movilla,CB,67,Unión Deportiva Almería,Spanish Segunda División,2,Spain,53,36,49,54,67,67
241824,9878,Atkinson,R. Atkinson,Robert Atkinson,CB,67,Bristol City,English League Championship,2,England,54,25,48,53,68,78
241969,9916,Martinović,D. Martinović,Dominik Martinović,ST,67,SV Waldhof Mannheim 07,German 3. Bundesliga,3,Croatia,79,67,54,69,21,65
241970,9917,Delbridge,H. Delbridge,Harrison Delbridge,"CB, RB",67,Incheon United FC,Korean K League 1,1,Australia,58,32,41,44,63,87
